Orthogroup	Duplications (all)	Duplications (50% support)
OG0011477	1	1
OG0011478	0	0
OG0011479	3	3
OG0011480	12	12
OG0011481	4	4
OG0011482	6	5
OG0011483	7	7
OG0011484	2	1
OG0011485	0	0
OG0011486	0	0
OG0011487	0	0
OG0011488	0	0
OG0011489	0	0
OG0011490	8	8
OG0011491	9	9
OG0011492	0	0
OG0011493	0	0
OG0011494	5	4
OG0011495	0	0
OG0011496	0	0
OG0011497	1	0
OG0011498	2	2
OG0011499	14	14
OG0011500	14	14
OG0011501	9	9
OG0011502	10	10
OG0011503	7	7
OG0011504	11	11
OG0011505	14	14
OG0011506	3	3
OG0011507	10	10
OG0011508	13	13
OG0011509	0	0
OG0011510	0	0
OG0011511	1	1
OG0011512	0	0
OG0011513	9	8
OG0011514	1	1
OG0011515	1	1
OG0011516	1	1
OG0011517	3	3
OG0011518	0	0
OG0011519	0	0
OG0011520	9	8
OG0011521	3	3
OG0011522	7	7
OG0011523	0	0
OG0011524	0	0
OG0011525	0	0
OG0011526	1	1
OG0011527	0	0
OG0011528	0	0
OG0011529	0	0
OG0011530	0	0
OG0011531	0	0
OG0011532	0	0
OG0011533	0	0
OG0011534	0	0
OG0011535	0	0
OG0011536	11	11
OG0011537	0	0
OG0011538	1	1
OG0011539	0	0
OG0011540	6	6
OG0011541	0	0
OG0011542	2	2
OG0011543	2	2
OG0011544	0	0
OG0011545	1	1
OG0011546	3	1
OG0011547	1	1
OG0011548	1	1
OG0011549	0	0
OG0011550	0	0
OG0011551	13	13
OG0011552	0	0
OG0011553	2	2
OG0011554	7	7
OG0011555	4	3
OG0011556	2	0
OG0011557	0	0
OG0011558	3	3
OG0011559	0	0
OG0011560	2	2
OG0011561	8	8
OG0011562	0	0
OG0011563	7	5
OG0011564	11	11
OG0011565	10	10
OG0011566	4	4
OG0011567	13	13
OG0011568	2	2
OG0011569	10	10
OG0011570	3	3
OG0011571	12	12
OG0011572	12	12
OG0011573	5	4
OG0011574	5	4
OG0011575	10	10
OG0011576	7	4
OG0011577	10	10
OG0011578	13	13
OG0011579	13	13
OG0011580	13	13
OG0011581	13	13
OG0011582	13	13
OG0011583	12	12
OG0011584	13	13
OG0011585	0	0
OG0011586	10	10
OG0011587	9	9
OG0011588	0	0
OG0011589	0	0
OG0011590	1	1
OG0011591	0	0
OG0011592	4	3
OG0011593	0	0
OG0011594	4	3
OG0011595	0	0
OG0011596	1	1
OG0011597	0	0
OG0011598	0	0
OG0011599	1	1
OG0011600	0	0
OG0011601	1	1
OG0011602	4	4
OG0011603	5	5
OG0011604	0	0
OG0011605	1	1
OG0011606	1	1
OG0011607	0	0
OG0011608	1	1
OG0011609	0	0
OG0011610	12	12
OG0011611	0	0
OG0011612	1	1
OG0011613	1	0
OG0011614	0	0
OG0011615	1	0
OG0011616	10	10
OG0011617	6	6
OG0011618	1	1
OG0011619	0	0
OG0011620	0	0
OG0011621	0	0
OG0011622	5	3
OG0011623	0	0
OG0011624	2	1
OG0011625	1	1
OG0011626	0	0
OG0011627	0	0
OG0011628	11	11
OG0011629	0	0
OG0011630	4	3
OG0011631	6	6
OG0011632	8	8
OG0011633	2	2
OG0011634	2	1
OG0011635	7	7
OG0011636	1	1
OG0011637	12	12
OG0011638	1	1
OG0011639	11	11
OG0011640	11	11
OG0011641	3	3
OG0011642	6	5
OG0011643	6	6
OG0011644	12	12
OG0011645	12	12
OG0011646	7	6
OG0011647	12	12
OG0011648	11	11
OG0011649	12	12
OG0011650	12	12
OG0011651	12	12
OG0011652	11	11
OG0011653	12	12
OG0011654	2	2
OG0011655	1	1
OG0011656	0	0
OG0011657	0	0
OG0011658	1	1
OG0011659	0	0
OG0011660	0	0
OG0011661	4	3
OG0011662	1	1
OG0011663	0	0
OG0011664	1	1
OG0011665	1	1
OG0011666	9	9
OG0011667	0	0
OG0011668	0	0
OG0011669	4	3
OG0011670	0	0
OG0011671	0	0
OG0011672	0	0
OG0011673	0	0
OG0011674	0	0
OG0011675	11	11
OG0011676	1	1
OG0011677	0	0
OG0011678	4	4
OG0011679	11	11
OG0011680	0	0
OG0011681	1	1
OG0011682	7	7
OG0011683	1	1
OG0011684	0	0
OG0011685	3	0
OG0011686	2	2
OG0011687	1	1
OG0011688	0	0
OG0011689	2	2
OG0011690	0	0
OG0011691	0	0
OG0011692	0	0
OG0011693	1	1
OG0011694	11	11
OG0011695	3	2
OG0011696	1	0
OG0011697	0	0
OG0011698	0	0
OG0011699	1	1
OG0011700	10	10
OG0011701	9	9
OG0011702	1	1
OG0011703	9	9
OG0011704	8	8
OG0011705	7	7
OG0011706	7	7
OG0011707	10	10
OG0011708	11	11
OG0011709	10	10
OG0011710	9	9
OG0011711	10	10
OG0011712	11	11
OG0011713	11	11
OG0011714	11	11
OG0011715	0	0
OG0011716	0	0
OG0011717	1	1
OG0011718	0	0
OG0011719	0	0
OG0011720	2	2
OG0011721	0	0
OG0011722	0	0
OG0011723	0	0
OG0011724	2	1
OG0011725	0	0
OG0011726	6	5
OG0011727	1	0
OG0011728	1	1
OG0011729	1	1
OG0011730	0	0
OG0011731	2	2
OG0011732	0	0
OG0011733	10	10
OG0011734	1	1
OG0011735	2	1
OG0011736	0	0
OG0011737	0	0
OG0011738	1	1
OG0011739	0	0
OG0011740	0	0
OG0011741	1	1
OG0011742	0	0
OG0011743	1	1
OG0011744	1	1
OG0011745	0	0
OG0011746	7	7
OG0011747	6	6
OG0011748	3	1
OG0011749	5	3
OG0011750	1	1
OG0011751	2	2
OG0011752	0	0
OG0011753	0	0
OG0011754	2	1
OG0011755	6	6
OG0011756	4	4
OG0011757	5	5
OG0011758	1	1
OG0011759	2	2
OG0011760	8	8
OG0011761	2	2
OG0011762	0	0
OG0011763	6	5
OG0011764	0	0
OG0011765	0	0
OG0011766	5	5
OG0011767	9	9
OG0011768	6	6
OG0011769	8	8
OG0011770	7	7
OG0011771	0	0
OG0011772	10	10
OG0011773	6	6
OG0011774	7	7
OG0011775	5	5
OG0011776	4	3
OG0011777	7	7
OG0011778	6	6
OG0011779	7	7
OG0011780	10	10
OG0011781	6	6
OG0011782	4	4
OG0011783	10	10
OG0011784	5	4
OG0011785	4	3
OG0011786	8	8
OG0011787	9	9
OG0011788	10	10
OG0011789	5	5
OG0011790	0	0
OG0011791	9	9
OG0011792	1	1
OG0011793	7	7
OG0011794	0	0
OG0011795	0	0
OG0011796	9	9
OG0011797	8	8
OG0011798	7	7
OG0011799	1	1
OG0011800	0	0
OG0011801	0	0
OG0011802	0	0
OG0011803	0	0
OG0011804	2	2
OG0011805	0	0
OG0011806	1	1
OG0011807	0	0
OG0011808	0	0
OG0011809	0	0
OG0011810	1	1
OG0011811	0	0
OG0011812	0	0
OG0011813	0	0
OG0011814	3	1
OG0011815	0	0
OG0011816	7	7
OG0011817	0	0
OG0011818	0	0
OG0011819	1	0
OG0011820	8	8
OG0011821	1	1
OG0011822	0	0
OG0011823	1	1
OG0011824	2	2
OG0011825	0	0
OG0011826	0	0
OG0011827	9	9
OG0011828	7	7
OG0011829	0	0
OG0011830	0	0
OG0011831	7	7
OG0011832	8	8
OG0011833	5	5
OG0011834	0	0
OG0011835	5	5
OG0011836	5	5
OG0011837	0	0
OG0011838	8	8
OG0011839	3	3
OG0011840	7	5
OG0011841	7	7
OG0011842	8	8
OG0011843	3	3
OG0011844	0	0
OG0011845	8	8
OG0011846	7	7
OG0011847	8	8
OG0011848	7	7
OG0011849	8	8
OG0011850	6	6
OG0011851	8	8
OG0011852	0	0
OG0011853	0	0
OG0011854	9	9
OG0011855	0	0
OG0011856	0	0
OG0011857	9	9
OG0011858	8	8
OG0011859	6	6
OG0011860	5	5
OG0011861	4	4
OG0011862	6	6
OG0011863	8	8
OG0011864	9	9
OG0011865	9	9
OG0011866	9	9
OG0011867	5	4
OG0011868	3	3
OG0011869	7	7
OG0011870	9	9
OG0011871	7	7
OG0011872	3	3
OG0011873	9	9
OG0011874	9	9
OG0011875	9	9
OG0011876	7	7
OG0011877	8	8
OG0011878	0	0
OG0011879	1	0
OG0011880	7	7
OG0011881	0	0
OG0011882	1	1
OG0011883	0	0
OG0011884	1	1
OG0011885	3	3
OG0011886	1	1
OG0011887	3	3
OG0011888	1	1
OG0011889	0	0
OG0011890	4	3
OG0011891	0	0
OG0011892	1	1
OG0011893	0	0
OG0011894	0	0
OG0011895	0	0
OG0011896	0	0
OG0011897	4	3
OG0011898	0	0
OG0011899	0	0
OG0011900	1	1
OG0011901	1	1
OG0011902	0	0
OG0011903	0	0
OG0011904	7	7
OG0011905	0	0
OG0011906	5	1
OG0011907	0	0
OG0011908	0	0
OG0011909	3	3
OG0011910	2	2
OG0011911	2	2
OG0011912	0	0
OG0011913	0	0
OG0011914	2	0
OG0011915	6	6
OG0011916	8	8
OG0011917	1	1
OG0011918	0	0
OG0011919	4	4
OG0011920	0	0
OG0011921	7	7
OG0011922	4	4
OG0011923	0	0
OG0011924	1	1
OG0011925	0	0
OG0011926	2	2
OG0011927	2	2
OG0011928	1	1
OG0011929	6	6
OG0011930	6	6
OG0011931	5	5
OG0011932	6	6
OG0011933	8	8
OG0011934	8	8
OG0011935	5	5
OG0011936	0	0
OG0011937	5	5
OG0011938	4	4
OG0011939	1	1
OG0011940	2	2
OG0011941	0	0
OG0011942	0	0
OG0011943	0	0
OG0011944	0	0
OG0011945	8	8
OG0011946	1	1
OG0011947	0	0
OG0011948	8	8
OG0011949	5	5
OG0011950	1	1
OG0011951	1	1
OG0011952	1	1
OG0011953	5	3
OG0011954	3	0
OG0011955	1	1
OG0011956	6	6
OG0011957	0	0
OG0011958	8	8
OG0011959	7	7
OG0011960	6	6
OG0011961	7	7
OG0011962	6	6
OG0011963	7	7
OG0011964	0	0
OG0011965	0	0
OG0011966	0	0
OG0011967	4	4
OG0011968	0	0
OG0011969	7	7
OG0011970	2	1
OG0011971	7	7
OG0011972	7	7
OG0011973	3	2
OG0011974	0	0
OG0011975	0	0
OG0011976	8	8
OG0011977	0	0
OG0011978	3	2
OG0011979	1	1
OG0011980	4	4
OG0011981	4	3
OG0011982	8	8
OG0011983	8	8
OG0011984	4	4
OG0011985	5	5
OG0011986	4	4
OG0011987	5	5
OG0011988	8	8
OG0011989	7	7
OG0011990	8	8
OG0011991	7	7
OG0011992	8	8
OG0011993	8	8
OG0011994	8	8
OG0011995	8	8
OG0011996	8	8
OG0011997	5	5
OG0011998	6	6
OG0011999	6	6
OG0012000	5	5
OG0012001	8	8
OG0012002	8	8
OG0012003	8	8
OG0012004	3	3
OG0012005	1	1
OG0012006	3	3
OG0012007	0	0
OG0012008	1	1
OG0012009	0	0
OG0012010	0	0
OG0012011	2	2
OG0012012	0	0
OG0012013	0	0
OG0012014	0	0
OG0012015	0	0
OG0012016	3	2
OG0012017	0	0
OG0012018	1	1
OG0012019	0	0
OG0012020	6	6
OG0012021	5	5
OG0012022	1	1
OG0012023	2	2
OG0012024	5	5
OG0012025	0	0
OG0012026	3	3
OG0012027	0	0
OG0012028	0	0
OG0012029	5	5
OG0012030	6	6
OG0012031	1	1
OG0012032	1	0
OG0012033	7	7
OG0012034	7	7
OG0012035	5	5
OG0012036	7	7
OG0012037	0	0
OG0012038	0	0
OG0012039	0	0
OG0012040	0	0
OG0012041	3	3
OG0012042	0	0
OG0012043	0	0
OG0012044	5	5
OG0012045	4	4
OG0012046	0	0
OG0012047	6	6
OG0012048	0	0
OG0012049	0	0
OG0012050	1	0
OG0012051	0	0
OG0012052	4	4
OG0012053	0	0
OG0012054	0	0
OG0012055	1	1
OG0012056	3	3
OG0012057	4	4
OG0012058	1	0
OG0012059	3	2
OG0012060	2	1
OG0012061	0	0
OG0012062	0	0
OG0012063	0	0
OG0012064	2	1
OG0012065	6	6
OG0012066	0	0
OG0012067	5	5
OG0012068	0	0
OG0012069	6	6
OG0012070	7	7
OG0012071	3	2
OG0012072	1	1
OG0012073	5	5
OG0012074	4	4
OG0012075	1	1
OG0012076	0	0
OG0012077	0	0
OG0012078	3	3
OG0012079	5	5
OG0012080	1	1
OG0012081	6	6
OG0012082	4	4
OG0012083	4	4
OG0012084	1	1
OG0012085	5	5
OG0012086	1	1
OG0012087	5	5
OG0012088	5	5
OG0012089	4	4
OG0012090	6	6
OG0012091	0	0
OG0012092	6	6
OG0012093	3	3
OG0012094	0	0
OG0012095	0	0
OG0012096	0	0
OG0012097	0	0
OG0012098	0	0
OG0012099	1	1
OG0012100	4	4
OG0012101	0	0
OG0012102	3	3
OG0012103	4	4
OG0012104	1	1
OG0012105	3	3
OG0012106	6	6
OG0012107	6	6
OG0012108	3	3
OG0012109	7	7
OG0012110	7	7
OG0012111	7	7
OG0012112	7	7
OG0012113	5	5
OG0012114	2	2
OG0012115	7	7
OG0012116	6	6
OG0012117	7	7
OG0012118	5	5
OG0012119	7	7
OG0012120	7	7
OG0012121	7	7
OG0012122	4	4
OG0012123	5	5
OG0012124	5	5
OG0012125	7	7
OG0012126	7	7
OG0012127	7	7
OG0012128	7	7
OG0012129	5	5
OG0012130	4	4
OG0012131	4	4
OG0012132	5	5
OG0012133	2	2
OG0012134	3	3
OG0012135	3	3
OG0012136	0	0
OG0012137	0	0
OG0012138	0	0
OG0012139	0	0
OG0012140	0	0
OG0012141	0	0
OG0012142	0	0
OG0012143	0	0
OG0012144	1	1
OG0012145	1	1
OG0012146	0	0
OG0012147	0	0
OG0012148	0	0
OG0012149	0	0
OG0012150	3	3
OG0012151	0	0
OG0012152	5	5
OG0012153	6	6
OG0012154	2	2
OG0012155	5	5
OG0012156	2	2
OG0012157	2	2
OG0012158	3	3
OG0012159	6	6
OG0012160	0	0
OG0012161	0	0
OG0012162	0	0
OG0012163	1	1
OG0012164	0	0
OG0012165	5	5
OG0012166	0	0
OG0012167	0	0
OG0012168	3	3
OG0012169	0	0
OG0012170	0	0
OG0012171	0	0
OG0012172	3	3
OG0012173	3	3
OG0012174	4	4
OG0012175	0	0
OG0012176	0	0
OG0012177	3	3
OG0012178	4	4
OG0012179	0	0
OG0012180	1	0
OG0012181	0	0
OG0012182	4	4
OG0012183	5	5
OG0012184	4	4
OG0012185	3	3
OG0012186	1	0
OG0012187	3	3
OG0012188	0	0
OG0012189	0	0
OG0012190	0	0
OG0012191	3	3
OG0012192	0	0
OG0012193	3	3
OG0012194	5	5
OG0012195	4	4
OG0012196	4	4
OG0012197	0	0
OG0012198	0	0
OG0012199	4	4
OG0012200	1	0
OG0012201	6	6
OG0012202	0	0
OG0012203	6	6
OG0012204	1	1
OG0012205	1	1
OG0012206	1	1
OG0012207	2	1
OG0012208	2	2
OG0012209	1	1
OG0012210	5	5
OG0012211	5	5
OG0012212	5	5
OG0012213	3	3
OG0012214	6	6
OG0012215	5	5
OG0012216	5	5
OG0012217	2	2
OG0012218	2	2
OG0012219	5	5
OG0012220	3	3
OG0012221	3	3
OG0012222	2	2
OG0012223	3	3
OG0012224	0	0
OG0012225	5	5
OG0012226	3	3
OG0012227	3	3
OG0012228	3	3
OG0012229	3	3
OG0012230	3	3
OG0012231	1	1
OG0012232	1	1
OG0012233	1	1
OG0012234	6	6
OG0012235	4	4
OG0012236	0	0
OG0012237	2	2
OG0012238	4	4
OG0012239	0	0
OG0012240	0	0
OG0012241	2	2
OG0012242	1	1
OG0012243	2	2
OG0012244	2	2
OG0012245	2	2
OG0012246	2	2
OG0012247	3	3
OG0012248	0	0
OG0012249	2	2
OG0012250	1	1
OG0012251	2	2
OG0012252	0	0
OG0012253	0	0
OG0012254	1	1
OG0012255	3	3
OG0012256	2	2
OG0012257	1	1
OG0012258	4	4
OG0012259	1	1
OG0012260	6	6
OG0012261	5	5
OG0012262	4	4
OG0012263	6	6
OG0012264	2	2
OG0012265	6	6
OG0012266	6	6
OG0012267	4	4
OG0012268	6	6
OG0012269	0	0
OG0012270	6	6
OG0012271	3	3
OG0012272	4	4
OG0012273	0	0
OG0012274	6	6
OG0012275	6	6
OG0012276	0	0
OG0012277	2	1
OG0012278	1	1
OG0012279	6	6
OG0012280	6	6
OG0012281	5	5
OG0012282	5	5
OG0012283	5	5
OG0012284	3	3
OG0012285	4	4
OG0012286	3	3
OG0012287	4	4
OG0012288	6	6
OG0012289	2	1
OG0012290	4	4
OG0012291	3	3
OG0012292	6	6
OG0012293	6	6
OG0012294	5	5
OG0012295	6	6
OG0012296	6	6
OG0012297	6	6
OG0012298	6	6
OG0012299	6	6
OG0012300	5	5
OG0012301	4	4
OG0012302	5	5
OG0012303	6	6
OG0012304	3	3
OG0012305	5	5
OG0012306	6	6
OG0012307	6	6
OG0012308	6	6
OG0012309	6	6
OG0012310	1	1
OG0012311	1	1
OG0012312	2	2
OG0012313	0	0
OG0012314	3	3
OG0012315	0	0
OG0012316	1	1
OG0012317	3	3
OG0012318	0	0
OG0012319	0	0
OG0012320	0	0
OG0012321	0	0
OG0012322	2	2
OG0012323	0	0
OG0012324	0	0
OG0012325	2	2
OG0012326	1	1
OG0012327	0	0
OG0012328	0	0
OG0012329	0	0
OG0012330	0	0
OG0012331	0	0
OG0012332	2	2
OG0012333	0	0
OG0012334	0	0
OG0012335	4	4
OG0012336	4	4
OG0012337	4	4
OG0012338	2	2
OG0012339	0	0
OG0012340	0	0
OG0012341	0	0
OG0012342	4	4
OG0012343	3	3
OG0012344	1	1
OG0012345	4	4
OG0012346	0	0
OG0012347	0	0
OG0012348	3	3
OG0012349	3	3
OG0012350	5	5
OG0012351	0	0
OG0012352	3	3
OG0012353	0	0
OG0012354	5	5
OG0012355	3	3
OG0012356	2	2
OG0012357	0	0
OG0012358	0	0
OG0012359	0	0
OG0012360	1	1
OG0012361	0	0
OG0012362	0	0
OG0012363	1	1
OG0012364	2	2
OG0012365	3	3
OG0012366	4	4
OG0012367	0	0
OG0012368	0	0
OG0012369	1	1
OG0012370	0	0
OG0012371	3	3
OG0012372	0	0
OG0012373	0	0
OG0012374	4	4
OG0012375	5	5
OG0012376	0	0
OG0012377	0	0
OG0012378	3	3
OG0012379	2	2
OG0012380	5	5
OG0012381	2	2
OG0012382	1	0
OG0012383	0	0
OG0012384	2	1
OG0012385	0	0
OG0012386	0	0
OG0012387	4	4
OG0012388	3	3
OG0012389	2	2
OG0012390	1	1
OG0012391	0	0
OG0012392	1	1
OG0012393	0	0
OG0012394	0	0
OG0012395	0	0
OG0012396	0	0
OG0012397	0	0
OG0012398	4	4
OG0012399	3	3
OG0012400	0	0
OG0012401	0	0
OG0012402	1	1
OG0012403	4	4
OG0012404	0	0
OG0012405	0	0
OG0012406	0	0
OG0012407	1	1
OG0012408	1	1
OG0012409	5	5
OG0012410	3	3
OG0012411	3	3
OG0012412	3	3
OG0012413	0	0
OG0012414	1	1
OG0012415	1	1
OG0012416	0	0
OG0012417	1	1
OG0012418	1	1
OG0012419	0	0
OG0012420	0	0
OG0012421	3	3
OG0012422	0	0
OG0012423	3	3
OG0012424	3	3
OG0012425	1	1
OG0012426	0	0
OG0012427	4	4
OG0012428	0	0
OG0012429	4	4
OG0012430	3	3
OG0012431	3	3
OG0012432	3	3
OG0012433	4	4
OG0012434	1	1
OG0012435	1	0
OG0012436	3	3
OG0012437	3	3
OG0012438	2	2
OG0012439	4	4
OG0012440	4	4
OG0012441	3	3
OG0012442	3	3
OG0012443	4	4
OG0012444	3	3
OG0012445	3	3
OG0012446	3	3
OG0012447	2	2
OG0012448	3	3
OG0012449	4	4
OG0012450	4	4
OG0012451	0	0
OG0012452	5	5
OG0012453	4	4
OG0012454	5	5
OG0012455	4	4
OG0012456	5	5
OG0012457	3	3
OG0012458	4	4
OG0012459	4	4
OG0012460	5	5
OG0012461	5	5
OG0012462	2	1
OG0012463	0	0
OG0012464	2	2
OG0012465	0	0
OG0012466	1	1
OG0012467	2	2
OG0012468	1	1
OG0012469	2	2
OG0012470	0	0
OG0012471	2	2
OG0012472	3	3
OG0012473	3	3
OG0012474	1	1
OG0012475	1	1
OG0012476	2	2
OG0012477	3	3
OG0012478	4	4
OG0012479	0	0
OG0012480	1	1
OG0012481	3	3
OG0012482	1	1
OG0012483	2	2
OG0012484	1	1
OG0012485	0	0
OG0012486	4	4
OG0012487	0	0
OG0012488	1	1
OG0012489	1	1
OG0012490	0	0
OG0012491	1	1
OG0012492	1	1
OG0012493	1	1
OG0012494	0	0
OG0012495	2	2
OG0012496	3	3
OG0012497	4	4
OG0012498	1	1
OG0012499	1	1
OG0012500	0	0
OG0012501	0	0
OG0012502	0	0
OG0012503	1	0
OG0012504	5	5
OG0012505	5	5
OG0012506	4	4
OG0012507	5	5
OG0012508	4	4
OG0012509	5	5
OG0012510	3	3
OG0012511	4	4
OG0012512	5	5
OG0012513	1	0
OG0012514	5	5
OG0012515	0	0
OG0012516	4	4
OG0012517	4	4
OG0012518	5	5
OG0012519	5	5
OG0012520	5	5
OG0012521	5	5
OG0012522	0	0
OG0012523	5	5
OG0012524	3	3
OG0012525	5	5
OG0012526	1	1
OG0012527	1	1
OG0012528	5	5
OG0012529	5	5
OG0012530	4	4
OG0012531	1	1
OG0012532	5	5
OG0012533	4	4
OG0012534	4	4
OG0012535	3	3
OG0012536	4	4
OG0012537	2	2
OG0012538	4	4
OG0012539	4	4
OG0012540	2	2
OG0012541	5	5
OG0012542	5	5
OG0012543	5	5
OG0012544	5	5
OG0012545	4	4
OG0012546	5	5
OG0012547	3	3
OG0012548	3	3
OG0012549	5	5
OG0012550	5	5
OG0012551	5	5
OG0012552	5	5
OG0012553	5	5
OG0012554	5	5
OG0012555	5	5
OG0012556	2	2
OG0012557	5	5
OG0012558	4	4
OG0012559	5	5
OG0012560	4	4
OG0012561	5	5
OG0012562	5	5
OG0012563	5	5
OG0012564	5	5
OG0012565	5	5
OG0012566	5	5
OG0012567	4	4
OG0012568	4	4
OG0012569	0	0
OG0012570	0	0
OG0012571	1	1
OG0012572	3	3
OG0012573	0	0
OG0012574	2	2
OG0012575	1	1
OG0012576	3	3
OG0012577	4	4
OG0012578	1	1
OG0012579	0	0
OG0012580	1	1
OG0012581	0	0
OG0012582	0	0
OG0012583	1	1
OG0012584	3	3
OG0012585	0	0
OG0012586	1	1
OG0012587	0	0
OG0012588	2	2
OG0012589	0	0
OG0012590	1	1
OG0012591	1	1
OG0012592	0	0
OG0012593	2	2
OG0012594	2	2
OG0012595	0	0
OG0012596	0	0
OG0012597	0	0
OG0012598	1	1
OG0012599	4	4
OG0012600	2	2
OG0012601	0	0
OG0012602	0	0
OG0012603	1	1
OG0012604	3	3
OG0012605	4	4
OG0012606	1	1
OG0012607	0	0
OG0012608	1	1
OG0012609	0	0
OG0012610	2	2
OG0012611	0	0
OG0012612	1	1
OG0012613	2	2
OG0012614	1	1
OG0012615	0	0
OG0012616	2	2
OG0012617	0	0
OG0012618	0	0
OG0012619	1	1
OG0012620	3	3
OG0012621	3	3
OG0012622	0	0
OG0012623	4	4
OG0012624	4	4
OG0012625	4	4
OG0012626	0	0
OG0012627	0	0
OG0012628	1	1
OG0012629	1	0
OG0012630	1	1
OG0012631	1	1
OG0012632	0	0
OG0012633	2	2
OG0012634	2	2
OG0012635	2	2
OG0012636	1	1
OG0012637	3	3
OG0012638	0	0
OG0012639	0	0
OG0012640	0	0
OG0012641	3	3
OG0012642	1	1
OG0012643	0	0
OG0012644	0	0
OG0012645	0	0
OG0012646	0	0
OG0012647	4	4
OG0012648	3	3
OG0012649	1	1
OG0012650	1	1
OG0012651	2	2
OG0012652	0	0
OG0012653	0	0
OG0012654	3	3
OG0012655	1	1
OG0012656	2	2
OG0012657	0	0
OG0012658	3	3
OG0012659	0	0
OG0012660	1	1
OG0012661	2	2
OG0012662	2	2
OG0012663	0	0
OG0012664	2	2
OG0012665	0	0
OG0012666	0	0
OG0012667	0	0
OG0012668	1	1
OG0012669	0	0
OG0012670	0	0
OG0012671	0	0
OG0012672	0	0
OG0012673	2	2
OG0012674	1	0
OG0012675	4	4
OG0012676	0	0
OG0012677	3	3
OG0012678	3	3
OG0012679	0	0
OG0012680	0	0
OG0012681	4	4
OG0012682	0	0
OG0012683	0	0
OG0012684	0	0
OG0012685	0	0
OG0012686	0	0
OG0012687	4	4
OG0012688	0	0
OG0012689	0	0
OG0012690	0	0
OG0012691	1	1
OG0012692	0	0
OG0012693	3	3
OG0012694	3	3
OG0012695	3	3
OG0012696	3	3
OG0012697	2	2
OG0012698	4	4
OG0012699	1	1
OG0012700	4	4
OG0012701	2	2
OG0012702	3	3
OG0012703	3	3
OG0012704	2	2
OG0012705	0	0
OG0012706	3	3
OG0012707	3	3
OG0012708	3	3
OG0012709	3	3
OG0012710	3	3
OG0012711	3	3
OG0012712	2	2
OG0012713	0	0
OG0012714	2	2
OG0012715	1	1
OG0012716	2	2
OG0012717	2	2
OG0012718	1	1
OG0012719	2	2
OG0012720	2	2
OG0012721	2	2
OG0012722	3	3
OG0012723	2	2
OG0012724	0	0
OG0012725	3	3
OG0012726	2	2
OG0012727	0	0
OG0012728	1	1
OG0012729	0	0
OG0012730	0	0
OG0012731	4	4
OG0012732	0	0
OG0012733	2	2
OG0012734	0	0
OG0012735	4	4
OG0012736	1	1
OG0012737	3	3
OG0012738	0	0
OG0012739	1	1
OG0012740	3	3
OG0012741	4	4
OG0012742	4	4
OG0012743	0	0
OG0012744	0	0
OG0012745	0	0
OG0012746	0	0
OG0012747	0	0
OG0012748	3	3
OG0012749	0	0
OG0012750	0	0
OG0012751	0	0
OG0012752	0	0
OG0012753	0	0
OG0012754	0	0
OG0012755	1	1
OG0012756	0	0
OG0012757	0	0
OG0012758	0	0
OG0012759	0	0
OG0012760	0	0
OG0012761	0	0
OG0012762	0	0
OG0012763	2	2
OG0012764	1	1
OG0012765	0	0
OG0012766	0	0
OG0012767	0	0
OG0012768	0	0
OG0012769	1	1
OG0012770	0	0
OG0012771	0	0
OG0012772	1	1
OG0012773	3	3
OG0012774	0	0
OG0012775	0	0
OG0012776	0	0
OG0012777	0	0
OG0012778	0	0
OG0012779	0	0
OG0012780	0	0
OG0012781	0	0
OG0012782	0	0
OG0012783	1	1
OG0012784	0	0
OG0012785	0	0
OG0012786	0	0
OG0012787	0	0
OG0012788	0	0
OG0012789	0	0
OG0012790	0	0
OG0012791	0	0
OG0012792	1	1
OG0012793	0	0
OG0012794	1	1
OG0012795	2	2
OG0012796	0	0
OG0012797	1	1
OG0012798	0	0
OG0012799	0	0
OG0012800	0	0
OG0012801	3	3
OG0012802	0	0
OG0012803	0	0
OG0012804	0	0
OG0012805	0	0
OG0012806	1	1
OG0012807	0	0
OG0012808	0	0
OG0012809	0	0
OG0012810	4	4
OG0012811	1	0
OG0012812	3	3
OG0012813	4	4
OG0012814	4	4
OG0012815	2	2
OG0012816	4	4
OG0012817	4	4
OG0012818	4	4
OG0012819	4	4
OG0012820	4	4
OG0012821	1	0
OG0012822	1	1
OG0012823	0	0
OG0012824	4	4
OG0012825	4	4
OG0012826	3	3
OG0012827	4	4
OG0012828	2	2
OG0012829	0	0
OG0012830	4	4
OG0012831	4	4
OG0012832	4	4
OG0012833	4	4
OG0012834	0	0
OG0012835	4	4
OG0012836	2	2
OG0012837	4	4
OG0012838	0	0
OG0012839	4	4
OG0012840	3	3
OG0012841	2	2
OG0012842	3	3
OG0012843	0	0
OG0012844	3	3
OG0012845	0	0
OG0012846	0	0
OG0012847	4	4
OG0012848	2	2
OG0012849	4	4
OG0012850	0	0
OG0012851	0	0
OG0012852	0	0
OG0012853	4	4
OG0012854	3	3
OG0012855	0	0
OG0012856	0	0
OG0012857	0	0
OG0012858	3	3
OG0012859	0	0
OG0012860	3	3
OG0012861	1	1
OG0012862	3	3
OG0012863	4	4
OG0012864	4	4
OG0012865	3	3
OG0012866	4	4
OG0012867	3	3
OG0012868	4	4
OG0012869	4	4
OG0012870	4	4
OG0012871	3	3
OG0012872	2	2
OG0012873	4	4
